"State","District","Date","Year","Month","Avg_smlvl_at15cm","Agency_name"
"Jharkhand","Lohardaga","2023-11-15","2023","11","11.5386283301","NRSC VIC MODEL"
"Jharkhand","Lohardaga","2023-11-16","2023","11","11.4317231968","NRSC VIC MODEL"
"Jharkhand","Lohardaga","2023-11-17","2023","11","11.3427031323","NRSC VIC MODEL"
"Jharkhand","Lohardaga","2023-11-18","2023","11","11.2563213745","NRSC VIC MODEL"
"Jharkhand","Lohardaga","2023-11-19","2023","11","11.1585717612","NRSC VIC MODEL"
"Jharkhand","Lohardaga","2023-11-20","2023","11","11.0768493034","NRSC VIC MODEL"
"Jharkhand","Lohardaga","2023-11-21","2023","11","11.0035053214","NRSC VIC MODEL"
"Jharkhand","Lohardaga","2023-11-22","2023","11","10.9342840379","NRSC VIC MODEL"
"Jharkhand","Lohardaga","2023-11-23","2023","11","10.870900769","NRSC VIC MODEL"
"Jharkhand","Lohardaga","2023-11-24","2023","11","10.8031801674","NRSC VIC MODEL"
"Jharkhand","Lohardaga","2023-11-25","2023","11","10.7387867906","NRSC VIC MODEL"
"Jharkhand","Lohardaga","2023-11-26","2023","11","10.6773519991","NRSC VIC MODEL"
"Jharkhand","Lohardaga","2023-11-27","2023","11","10.6287487913","NRSC VIC MODEL"
"Jharkhand","Lohardaga","2023-11-28","2023","11","10.5814386521","NRSC VIC MODEL"
"Jharkhand","Lohardaga","2023-11-29","2023","11","10.5404330229","NRSC VIC MODEL"
"Jharkhand","Lohardaga","2023-11-30","2023","11","10.4853534689","NRSC VIC MODEL"
"Jharkhand","Pakur","2023-11-01","2023","11","19.5151337103","NRSC VIC MODEL"
"Jharkhand","Pakur","2023-11-02","2023","11","19.397813285","NRSC VIC MODEL"
"Jharkhand","Pakur","2023-11-03","2023","11","19.2818410704","NRSC VIC MODEL"
"Jharkhand","Pakur","2023-11-04","2023","11","19.1824588965","NRSC VIC MODEL"
"Jharkhand","Pakur","2023-11-05","2023","11","19.0856694751","NRSC VIC MODEL"
"Jharkhand","Pakur","2023-11-06","2023","11","18.991811822","NRSC VIC MODEL"
"Jharkhand","Pakur","2023-11-07","2023","11","18.9074648307","NRSC VIC MODEL"
"Jharkhand","Pakur","2023-11-08","2023","11","18.8242324051","NRSC VIC MODEL"
"Jharkhand","Pakur","2023-11-09","2023","11","18.7428951912","NRSC VIC MODEL"
"Jharkhand","Pakur","2023-11-10","2023","11","18.6667474264","NRSC VIC MODEL"
"Jharkhand","Pakur","2023-11-11","2023","11","18.6049241101","NRSC VIC MODEL"
"Jharkhand","Pakur","2023-11-12","2023","11","18.5438115684","NRSC VIC MODEL"
"Jharkhand","Pakur","2023-11-13","2023","11","18.4833157823","NRSC VIC MODEL"
"Jharkhand","Pakur","2023-11-14","2023","11","18.4280657473","NRSC VIC MODEL"
"Jharkhand","Pakur","2023-11-15","2023","11","18.3775691445","NRSC VIC MODEL"
"Jharkhand","Pakur","2023-11-16","2023","11","18.3263309832","NRSC VIC MODEL"
"Jharkhand","Pakur","2023-11-17","2023","11","18.2802842506","NRSC VIC MODEL"
"Jharkhand","Pakur","2023-11-18","2023","11","18.2389820279","NRSC VIC MODEL"
"Jharkhand","Pakur","2023-11-19","2023","11","18.1958015803","NRSC VIC MODEL"
"Jharkhand","Pakur","2023-11-20","2023","11","18.1549273713","NRSC VIC MODEL"
"Jharkhand","Pakur","2023-11-21","2023","11","18.1153579069","NRSC VIC MODEL"
"Jharkhand","Pakur","2023-11-22","2023","11","18.0853656744","NRSC VIC MODEL"
"Jharkhand","Pakur","2023-11-23","2023","11","18.0490852205","NRSC VIC MODEL"
"Jharkhand","Pakur","2023-11-24","2023","11","18.0185087345","NRSC VIC MODEL"
"Jharkhand","Pakur","2023-11-25","2023","11","17.9903809026","NRSC VIC MODEL"
"Jharkhand","Pakur","2023-11-26","2023","11","17.9600357713","NRSC VIC MODEL"
"Jharkhand","Pakur","2023-11-27","2023","11","17.9334382061","NRSC VIC MODEL"
"Jharkhand","Pakur","2023-11-28","2023","11","17.9067285691","NRSC VIC MODEL"
"Jharkhand","Pakur","2023-11-29","2023","11","17.8820847546","NRSC VIC MODEL"
"Jharkhand","Pakur","2023-11-30","2023","11","17.8576137198","NRSC VIC MODEL"
"Jharkhand","Palamu","2023-11-01","2023","11","17.6036995114","NRSC VIC MODEL"
"Jharkhand","Palamu","2023-11-02","2023","11","17.4212611858","NRSC VIC MODEL"
"Jharkhand","Palamu","2023-11-03","2023","11","17.2516824229","NRSC VIC MODEL"
"Jharkhand","Palamu","2023-11-04","2023","11","17.0905333311","NRSC VIC MODEL"
"Jharkhand","Palamu","2023-11-05","2023","11","16.931123503","NRSC VIC MODEL"
"Jharkhand","Palamu","2023-11-06","2023","11","16.7790717134","NRSC VIC MODEL"
"Jharkhand","Palamu","2023-11-07","2023","11","16.6372462639","NRSC VIC MODEL"
"Jharkhand","Palamu","2023-11-08","2023","11","16.4986752162","NRSC VIC MODEL"
"Jharkhand","Palamu","2023-11-09","2023","11","16.3618308936","NRSC VIC MODEL"
"Jharkhand","Palamu","2023-11-10","2023","11","16.2282501949","NRSC VIC MODEL"
"Jharkhand","Palamu","2023-11-11","2023","11","16.1038920283","NRSC VIC MODEL"
"Jharkhand","Palamu","2023-11-12","2023","11","16.0062195334","NRSC VIC MODEL"
"Jharkhand","Palamu","2023-11-13","2023","11","15.9008846382","NRSC VIC MODEL"
"Jharkhand","Palamu","2023-11-14","2023","11","15.7977420624","NRSC VIC MODEL"
"Jharkhand","Palamu","2023-11-15","2023","11","15.7012844117","NRSC VIC MODEL"
"Jharkhand","Palamu","2023-11-16","2023","11","15.6026114173","NRSC VIC MODEL"
"Jharkhand","Palamu","2023-11-17","2023","11","15.5097088156","NRSC VIC MODEL"
"Jharkhand","Palamu","2023-11-18","2023","11","15.4189637297","NRSC VIC MODEL"
"Jharkhand","Palamu","2023-11-19","2023","11","15.3297691946","NRSC VIC MODEL"
"Jharkhand","Palamu","2023-11-20","2023","11","15.2516154047","NRSC VIC MODEL"
"Jharkhand","Palamu","2023-11-21","2023","11","15.1795176274","NRSC VIC MODEL"
"Jharkhand","Palamu","2023-11-22","2023","11","15.1120878295","NRSC VIC MODEL"
"Jharkhand","Palamu","2023-11-23","2023","11","15.0449850272","NRSC VIC MODEL"
"Jharkhand","Palamu","2023-11-24","2023","11","14.9804558996","NRSC VIC MODEL"
"Jharkhand","Palamu","2023-11-25","2023","11","14.9181045303","NRSC VIC MODEL"
"Jharkhand","Palamu","2023-11-26","2023","11","14.8593761952","NRSC VIC MODEL"
"Jharkhand","Palamu","2023-11-27","2023","11","14.8088624962","NRSC VIC MODEL"
"Jharkhand","Palamu","2023-11-28","2023","11","14.7775732922","NRSC VIC MODEL"
"Jharkhand","Palamu","2023-11-29","2023","11","15.2419868816","NRSC VIC MODEL"
"Jharkhand","Palamu","2023-11-30","2023","11","15.1838373289","NRSC VIC MODEL"
"Jharkhand","Ramgarh","2023-11-01","2023","11","12.9299400184","NRSC VIC MODEL"
"Jharkhand","Ramgarh","2023-11-02","2023","11","12.76872998","NRSC VIC MODEL"
"Jharkhand","Ramgarh","2023-11-03","2023","11","12.6292919063","NRSC VIC MODEL"
"Jharkhand","Ramgarh","2023-11-04","2023","11","12.5105455654","NRSC VIC MODEL"
"Jharkhand","Ramgarh","2023-11-05","2023","11","12.3839722284","NRSC VIC MODEL"
"Jharkhand","Ramgarh","2023-11-06","2023","11","12.2499413129","NRSC VIC MODEL"
"Jharkhand","Ramgarh","2023-11-07","2023","11","12.1261725596","NRSC VIC MODEL"
"Jharkhand","Ramgarh","2023-11-08","2023","11","12.0063196307","NRSC VIC MODEL"
"Jharkhand","Ramgarh","2023-11-09","2023","11","11.8919882332","NRSC VIC MODEL"
"Jharkhand","Ramgarh","2023-11-10","2023","11","11.7796245074","NRSC VIC MODEL"
"Jharkhand","Ramgarh","2023-11-11","2023","11","11.6726347548","NRSC VIC MODEL"
"Jharkhand","Ramgarh","2023-11-12","2023","11","11.5797160702","NRSC VIC MODEL"
"Jharkhand","Ramgarh","2023-11-13","2023","11","11.4858867308","NRSC VIC MODEL"
"Jharkhand","Ramgarh","2023-11-14","2023","11","11.3956243343","NRSC VIC MODEL"
"Jharkhand","Ramgarh","2023-11-15","2023","11","11.3111772724","NRSC VIC MODEL"
"Jharkhand","Ramgarh","2023-11-16","2023","11","11.2242453893","NRSC VIC MODEL"
"Jharkhand","Ramgarh","2023-11-17","2023","11","11.1514316817","NRSC VIC MODEL"
"Jharkhand","Ramgarh","2023-11-18","2023","11","11.075328518","NRSC VIC MODEL"
"Jharkhand","Ramgarh","2023-11-19","2023","11","11.0052771767","NRSC VIC MODEL"
"Jharkhand","Ramgarh","2023-11-20","2023","11","10.933172099","NRSC VIC MODEL"
"Jharkhand","Ramgarh","2023-11-21","2023","11","10.8630151587","NRSC VIC MODEL"
"Jharkhand","Ramgarh","2023-11-22","2023","11","10.8024141129","NRSC VIC MODEL"
"Jharkhand","Ramgarh","2023-11-23","2023","11","10.7416462694","NRSC VIC MODEL"
"Jharkhand","Ramgarh","2023-11-24","2023","11","10.6846082843","NRSC VIC MODEL"
"Jharkhand","Ramgarh","2023-11-25","2023","11","10.6321051242","NRSC VIC MODEL"
"Jharkhand","Ramgarh","2023-11-26","2023","11","10.5740432442","NRSC VIC MODEL"
"Jharkhand","Ramgarh","2023-11-27","2023","11","10.5316665815","NRSC VIC MODEL"
"Jharkhand","Ramgarh","2023-11-28","2023","11","10.4850297687","NRSC VIC MODEL"
"Jharkhand","Ramgarh","2023-11-29","2023","11","10.4313738842","NRSC VIC MODEL"
"Jharkhand","Ramgarh","2023-11-30","2023","11","10.3828230922","NRSC VIC MODEL"
"Jharkhand","Ranchi","2023-11-01","2023","11","17.3421597683","NRSC VIC MODEL"
"Jharkhand","Ranchi","2023-11-02","2023","11","17.160751528","NRSC VIC MODEL"
"Jharkhand","Ranchi","2023-11-03","2023","11","16.9976197719","NRSC VIC MODEL"
"Jharkhand","Ranchi","2023-11-04","2023","11","17.0321949621","NRSC VIC MODEL"
"Jharkhand","Ranchi","2023-11-05","2023","11","16.9470408036","NRSC VIC MODEL"
"Jharkhand","Ranchi","2023-11-06","2023","11","16.7794609763","NRSC VIC MODEL"
"Jharkhand","Ranchi","2023-11-07","2023","11","16.6188174645","NRSC VIC MODEL"
"Jharkhand","Ranchi","2023-11-08","2023","11","16.4636350964","NRSC VIC MODEL"
"Jharkhand","Ranchi","2023-11-09","2023","11","16.3141674988","NRSC VIC MODEL"
"Jharkhand","Ranchi","2023-11-10","2023","11","16.1666471917","NRSC VIC MODEL"
"Jharkhand","Ranchi","2023-11-11","2023","11","16.0258103804","NRSC VIC MODEL"
"Jharkhand","Ranchi","2023-11-12","2023","11","15.901545008","NRSC VIC MODEL"
"Jharkhand","Ranchi","2023-11-13","2023","11","15.7848496699","NRSC VIC MODEL"
"Jharkhand","Ranchi","2023-11-14","2023","11","15.6640361112","NRSC VIC MODEL"
"Jharkhand","Ranchi","2023-11-15","2023","11","15.5527536983","NRSC VIC MODEL"
"Jharkhand","Ranchi","2023-11-16","2023","11","15.4458089317","NRSC VIC MODEL"
"Jharkhand","Ranchi","2023-11-17","2023","11","15.3430360556","NRSC VIC MODEL"
"Jharkhand","Ranchi","2023-11-18","2023","11","15.2440366757","NRSC VIC MODEL"
"Jharkhand","Ranchi","2023-11-19","2023","11","15.1451644063","NRSC VIC MODEL"
"Jharkhand","Ranchi","2023-11-20","2023","11","15.0525950056","NRSC VIC MODEL"
"Jharkhand","Ranchi","2023-11-21","2023","11","14.9667308446","NRSC VIC MODEL"
"Jharkhand","Ranchi","2023-11-22","2023","11","14.8826545347","NRSC VIC MODEL"
"Jharkhand","Ranchi","2023-11-23","2023","11","14.8069524236","NRSC VIC MODEL"
"Jharkhand","Ranchi","2023-11-24","2023","11","14.7293577838","NRSC VIC MODEL"
"Jharkhand","Ranchi","2023-11-25","2023","11","14.6577810305","NRSC VIC MODEL"
"Jharkhand","Ranchi","2023-11-26","2023","11","14.5860132665","NRSC VIC MODEL"
"Jharkhand","Ranchi","2023-11-27","2023","11","14.5251181497","NRSC VIC MODEL"
"Jharkhand","Ranchi","2023-11-28","2023","11","14.4756089313","NRSC VIC MODEL"
"Jharkhand","Ranchi","2023-11-29","2023","11","14.4150025827","NRSC VIC MODEL"
"Jharkhand","Ranchi","2023-11-30","2023","11","14.3571103543","NRSC VIC MODEL"
"Jharkhand","Sahebganj","2023-11-01","2023","11","15.2456527418","NRSC VIC MODEL"
"Jharkhand","Sahebganj","2023-11-02","2023","11","15.0678735668","NRSC VIC MODEL"
"Jharkhand","Sahebganj","2023-11-03","2023","11","14.8929381266","NRSC VIC MODEL"
"Jharkhand","Sahebganj","2023-11-04","2023","11","14.7421380629","NRSC VIC MODEL"
"Jharkhand","Sahebganj","2023-11-05","2023","11","14.6004780682","NRSC VIC MODEL"
"Jharkhand","Sahebganj","2023-11-06","2023","11","14.4586056723","NRSC VIC MODEL"
"Jharkhand","Sahebganj","2023-11-07","2023","11","14.3281131932","NRSC VIC MODEL"
"Jharkhand","Sahebganj","2023-11-08","2023","11","14.2025976254","NRSC VIC MODEL"
"Jharkhand","Sahebganj","2023-11-09","2023","11","14.0809414226","NRSC VIC MODEL"
"Jharkhand","Sahebganj","2023-11-10","2023","11","13.9606455815","NRSC VIC MODEL"
"Jharkhand","Sahebganj","2023-11-11","2023","11","13.8527700128","NRSC VIC MODEL"
"Jharkhand","Sahebganj","2023-11-12","2023","11","13.7597193375","NRSC VIC MODEL"
"Jharkhand","Sahebganj","2023-11-13","2023","11","13.6630340699","NRSC VIC MODEL"
"Jharkhand","Sahebganj","2023-11-14","2023","11","13.569042777","NRSC VIC MODEL"
"Jharkhand","Sahebganj","2023-11-15","2023","11","13.4853681251","NRSC VIC MODEL"
"Jharkhand","Sahebganj","2023-11-16","2023","11","13.4028152026","NRSC VIC MODEL"
"Jharkhand","Sahebganj","2023-11-17","2023","11","13.3388972714","NRSC VIC MODEL"
"Jharkhand","Sahebganj","2023-11-18","2023","11","13.2696470094","NRSC VIC MODEL"
"Jharkhand","Sahebganj","2023-11-19","2023","11","13.1962520226","NRSC VIC MODEL"
"Jharkhand","Sahebganj","2023-11-20","2023","11","13.1327834464","NRSC VIC MODEL"
"Jharkhand","Sahebganj","2023-11-21","2023","11","13.0759937415","NRSC VIC MODEL"
"Jharkhand","Sahebganj","2023-11-22","2023","11","13.0243304635","NRSC VIC MODEL"
"Jharkhand","Sahebganj","2023-11-23","2023","11","12.973423586","NRSC VIC MODEL"
"Jharkhand","Sahebganj","2023-11-24","2023","11","12.9266173821","NRSC VIC MODEL"
"Jharkhand","Sahebganj","2023-11-25","2023","11","12.8767648543","NRSC VIC MODEL"
"Jharkhand","Sahebganj","2023-11-26","2023","11","12.8372273974","NRSC VIC MODEL"
"Jharkhand","Sahebganj","2023-11-27","2023","11","12.7919886322","NRSC VIC MODEL"
"Jharkhand","Sahebganj","2023-11-28","2023","11","12.7522253747","NRSC VIC MODEL"
"Jharkhand","Sahebganj","2023-11-29","2023","11","12.7140991264","NRSC VIC MODEL"
"Jharkhand","Sahebganj","2023-11-30","2023","11","12.6787012108","NRSC VIC MODEL"
"Jharkhand","Saraikela Kharsawan","2023-11-01","2023","11","17.5350000974","NRSC VIC MODEL"
"Jharkhand","Saraikela Kharsawan","2023-11-02","2023","11","17.3490830569","NRSC VIC MODEL"
"Jharkhand","Saraikela Kharsawan","2023-11-03","2023","11","17.1834216272","NRSC VIC MODEL"
"Jharkhand","Saraikela Kharsawan","2023-11-04","2023","11","20.4696580828","NRSC VIC MODEL"
"Jharkhand","Saraikela Kharsawan","2023-11-05","2023","11","19.4503200329","NRSC VIC MODEL"
"Jharkhand","Saraikela Kharsawan","2023-11-06","2023","11","19.0774436243","NRSC VIC MODEL"
"Jharkhand","Saraikela Kharsawan","2023-11-07","2023","11","18.789034145","NRSC VIC MODEL"
"Jharkhand","Saraikela Kharsawan","2023-11-08","2023","11","18.5458842825","NRSC VIC MODEL"
"Jharkhand","Saraikela Kharsawan","2023-11-09","2023","11","18.3270435489","NRSC VIC MODEL"
"Jharkhand","Saraikela Kharsawan","2023-11-10","2023","11","18.1181316774","NRSC VIC MODEL"
"Jharkhand","Saraikela Kharsawan","2023-11-11","2023","11","17.9213514938","NRSC VIC MODEL"
"Jharkhand","Saraikela Kharsawan","2023-11-12","2023","11","17.7493686848","NRSC VIC MODEL"
"Jharkhand","Saraikela Kharsawan","2023-11-13","2023","11","17.5834109006","NRSC VIC MODEL"
"Jharkhand","Saraikela Kharsawan","2023-11-14","2023","11","17.4308505268","NRSC VIC MODEL"
"Jharkhand","Saraikela Kharsawan","2023-11-15","2023","11","17.2914694035","NRSC VIC MODEL"
"Jharkhand","Saraikela Kharsawan","2023-11-16","2023","11","17.1514630144","NRSC VIC MODEL"
"Jharkhand","Saraikela Kharsawan","2023-11-17","2023","11","17.0220941377","NRSC VIC MODEL"
"Jharkhand","Saraikela Kharsawan","2023-11-18","2023","11","16.8924950037","NRSC VIC MODEL"
"Jharkhand","Saraikela Kharsawan","2023-11-19","2023","11","16.7625949987","NRSC VIC MODEL"
"Jharkhand","Saraikela Kharsawan","2023-11-20","2023","11","16.6482606502","NRSC VIC MODEL"
"Jharkhand","Saraikela Kharsawan","2023-11-21","2023","11","16.5359532156","NRSC VIC MODEL"
"Jharkhand","Saraikela Kharsawan","2023-11-22","2023","11","16.4317586423","NRSC VIC MODEL"
"Jharkhand","Saraikela Kharsawan","2023-11-23","2023","11","16.3295302695","NRSC VIC MODEL"
"Jharkhand","Saraikela Kharsawan","2023-11-24","2023","11","16.2261415888","NRSC VIC MODEL"
"Jharkhand","Saraikela Kharsawan","2023-11-25","2023","11","16.1482416647","NRSC VIC MODEL"
"Jharkhand","Saraikela Kharsawan","2023-11-26","2023","11","16.0498114605","NRSC VIC MODEL"
"Jharkhand","Saraikela Kharsawan","2023-11-27","2023","11","15.9659032561","NRSC VIC MODEL"
"Jharkhand","Saraikela Kharsawan","2023-11-28","2023","11","15.8745398995","NRSC VIC MODEL"
"Jharkhand","Saraikela Kharsawan","2023-11-29","2023","11","15.7832637608","NRSC VIC MODEL"
"Jharkhand","Saraikela Kharsawan","2023-11-30","2023","11","15.6994865157","NRSC VIC MODEL"
"Jharkhand","Simdega","2023-11-01","2023","11","16.8854982449","NRSC VIC MODEL"
"Jharkhand","Simdega","2023-11-02","2023","11","16.6940070899","NRSC VIC MODEL"
"Jharkhand","Simdega","2023-11-03","2023","11","16.5124909037","NRSC VIC MODEL"
"Jharkhand","Simdega","2023-11-04","2023","11","16.9042795056","NRSC VIC MODEL"
"Jharkhand","Simdega","2023-11-05","2023","11","16.7873472051","NRSC VIC MODEL"
"Jharkhand","Simdega","2023-11-06","2023","11","16.560417489","NRSC VIC MODEL"
"Jharkhand","Simdega","2023-11-07","2023","11","16.3481436137","NRSC VIC MODEL"
"Jharkhand","Simdega","2023-11-08","2023","11","16.1517570808","NRSC VIC MODEL"
"Jharkhand","Simdega","2023-11-09","2023","11","15.949833977","NRSC VIC MODEL"
"Jharkhand","Simdega","2023-11-10","2023","11","15.7660859215","NRSC VIC MODEL"
"Jharkhand","Simdega","2023-11-11","2023","11","15.5788580141","NRSC VIC MODEL"
"Jharkhand","Simdega","2023-11-12","2023","11","15.4108818042","NRSC VIC MODEL"
"Jharkhand","Simdega","2023-11-13","2023","11","15.2587476052","NRSC VIC MODEL"
"Jharkhand","Simdega","2023-11-14","2023","11","15.1116563459","NRSC VIC MODEL"
"Jharkhand","Simdega","2023-11-15","2023","11","14.9835126014","NRSC VIC MODEL"
"Jharkhand","Simdega","2023-11-16","2023","11","14.8384402614","NRSC VIC MODEL"
"Jharkhand","Simdega","2023-11-17","2023","11","14.7039358517","NRSC VIC MODEL"
"Jharkhand","Simdega","2023-11-18","2023","11","14.5740542544","NRSC VIC MODEL"
"Jharkhand","Simdega","2023-11-19","2023","11","14.4423483885","NRSC VIC MODEL"
"Jharkhand","Simdega","2023-11-20","2023","11","14.3247281548","NRSC VIC MODEL"
"Jharkhand","Simdega","2023-11-21","2023","11","14.2200659898","NRSC VIC MODEL"
"Jharkhand","Simdega","2023-11-22","2023","11","14.1099426056","NRSC VIC MODEL"
"Jharkhand","Simdega","2023-11-23","2023","11","14.0075972552","NRSC VIC MODEL"
"Jharkhand","Simdega","2023-11-24","2023","11","13.9056336163","NRSC VIC MODEL"
"Jharkhand","Simdega","2023-11-25","2023","11","13.8134350836","NRSC VIC MODEL"
"Jharkhand","Simdega","2023-11-26","2023","11","13.7242117344","NRSC VIC MODEL"
"Jharkhand","Simdega","2023-11-27","2023","11","13.6490905804","NRSC VIC MODEL"
"Jharkhand","Simdega","2023-11-28","2023","11","13.5644370521","NRSC VIC MODEL"
"Jharkhand","Simdega","2023-11-29","2023","11","13.4786426217","NRSC VIC MODEL"
"Jharkhand","Simdega","2023-11-30","2023","11","13.4076068014","NRSC VIC MODEL"
"Jharkhand","West Singhbhum","2023-11-01","2023","11","20.9668634956","NRSC VIC MODEL"
"Jharkhand","West Singhbhum","2023-11-02","2023","11","20.7910036652","NRSC VIC MODEL"
"Jharkhand","West Singhbhum","2023-11-03","2023","11","20.6322973191","NRSC VIC MODEL"
"Jharkhand","West Singhbhum","2023-11-04","2023","11","22.0921852216","NRSC VIC MODEL"
"Jharkhand","West Singhbhum","2023-11-05","2023","11","21.893369114","NRSC VIC MODEL"
"Jharkhand","West Singhbhum","2023-11-06","2023","11","21.6784133418","NRSC VIC MODEL"
"Jharkhand","West Singhbhum","2023-11-07","2023","11","21.4702296454","NRSC VIC MODEL"
"Jharkhand","West Singhbhum","2023-11-08","2023","11","21.2839554037","NRSC VIC MODEL"
"Jharkhand","West Singhbhum","2023-11-09","2023","11","21.0975250082","NRSC VIC MODEL"
"Jharkhand","West Singhbhum","2023-11-10","2023","11","20.9200984161","NRSC VIC MODEL"
"Jharkhand","West Singhbhum","2023-11-11","2023","11","20.7462433914","NRSC VIC MODEL"
"Jharkhand","West Singhbhum","2023-11-12","2023","11","20.5917591175","NRSC VIC MODEL"
"Jharkhand","West Singhbhum","2023-11-13","2023","11","20.4501841912","NRSC VIC MODEL"
"Jharkhand","West Singhbhum","2023-11-14","2023","11","20.310572121","NRSC VIC MODEL"
"Jharkhand","West Singhbhum","2023-11-15","2023","11","20.1919777926","NRSC VIC MODEL"
"Jharkhand","West Singhbhum","2023-11-16","2023","11","20.0697908403","NRSC VIC MODEL"
"Jharkhand","West Singhbhum","2023-11-17","2023","11","19.9578468286","NRSC VIC MODEL"
"Jharkhand","West Singhbhum","2023-11-18","2023","11","19.8377543796","NRSC VIC MODEL"
"Jharkhand","West Singhbhum","2023-11-19","2023","11","19.7238200465","NRSC VIC MODEL"
"Jharkhand","West Singhbhum","2023-11-20","2023","11","19.6143471132","NRSC VIC MODEL"
"Jharkhand","West Singhbhum","2023-11-21","2023","11","19.5147693845","NRSC VIC MODEL"
"Jharkhand","West Singhbhum","2023-11-22","2023","11","19.4186936298","NRSC VIC MODEL"
"Jharkhand","West Singhbhum","2023-11-23","2023","11","19.326110317","NRSC VIC MODEL"
"Jharkhand","West Singhbhum","2023-11-24","2023","11","19.238172109","NRSC VIC MODEL"
"Jharkhand","West Singhbhum","2023-11-25","2023","11","19.1558247353","NRSC VIC MODEL"
"Jharkhand","West Singhbhum","2023-11-26","2023","11","19.0710893418","NRSC VIC MODEL"
"Jharkhand","West Singhbhum","2023-11-27","2023","11","18.9981061504","NRSC VIC MODEL"
"Jharkhand","West Singhbhum","2023-11-28","2023","11","18.9208230636","NRSC VIC MODEL"
"Jharkhand","West Singhbhum","2023-11-29","2023","11","18.842999217","NRSC VIC MODEL"
"Jharkhand","West Singhbhum","2023-11-30","2023","11","18.7737527386","NRSC VIC MODEL"
"Karnataka","Bagalkote","2023-11-01","2023","11","13.4800087418","NRSC VIC MODEL"
"Karnataka","Bagalkote","2023-11-02","2023","11","13.4236716653","NRSC VIC MODEL"
"Karnataka","Bagalkote","2023-11-03","2023","11","13.3701415418","NRSC VIC MODEL"
"Karnataka","Bagalkote","2023-11-04","2023","11","13.3241041745","NRSC VIC MODEL"
"Karnataka","Bagalkote","2023-11-05","2023","11","13.4349872631","NRSC VIC MODEL"
"Karnataka","Bagalkote","2023-11-06","2023","11","13.5496816182","NRSC VIC MODEL"
"Karnataka","Bagalkote","2023-11-07","2023","11","15.3755871669","NRSC VIC MODEL"
"Karnataka","Bagalkote","2023-11-08","2023","11","15.2352067621","NRSC VIC MODEL"
"Karnataka","Bagalkote","2023-11-09","2023","11","18.5656565911","NRSC VIC MODEL"
"Karnataka","Bagalkote","2023-11-10","2023","11","20.0585694542","NRSC VIC MODEL"
"Karnataka","Bagalkote","2023-11-11","2023","11","19.1499345462","NRSC VIC MODEL"
"Karnataka","Bagalkote","2023-11-12","2023","11","18.667322892","NRSC VIC MODEL"
"Karnataka","Bagalkote","2023-11-13","2023","11","18.3142025233","NRSC VIC MODEL"
"Karnataka","Bagalkote","2023-11-14","2023","11","17.9620710747","NRSC VIC MODEL"
"Karnataka","Bagalkote","2023-11-15","2023","11","17.6393605118","NRSC VIC MODEL"
"Karnataka","Bagalkote","2023-11-16","2023","11","17.3392574346","NRSC VIC MODEL"
"Karnataka","Bagalkote","2023-11-17","2023","11","17.0498157418","NRSC VIC MODEL"
"Karnataka","Bagalkote","2023-11-18","2023","11","16.7771970441","NRSC VIC MODEL"
"Karnataka","Bagalkote","2023-11-19","2023","11","16.5314229611","NRSC VIC MODEL"
"Karnataka","Bagalkote","2023-11-20","2023","11","16.3014416927","NRSC VIC MODEL"
"Karnataka","Bagalkote","2023-11-21","2023","11","16.0814875345","NRSC VIC MODEL"
"Karnataka","Bagalkote","2023-11-22","2023","11","15.87258588","NRSC VIC MODEL"
"Karnataka","Bagalkote","2023-11-23","2023","11","15.6852133591","NRSC VIC MODEL"
"Karnataka","Bagalkote","2023-11-24","2023","11","15.5131579563","NRSC VIC MODEL"
"Karnataka","Bagalkote","2023-11-25","2023","11","15.3641698474","NRSC VIC MODEL"
"Karnataka","Bagalkote","2023-11-26","2023","11","15.2425022681","NRSC VIC MODEL"
"Karnataka","Bagalkote","2023-11-27","2023","11","15.1046658279","NRSC VIC MODEL"
"Karnataka","Bagalkote","2023-11-28","2023","11","14.9568600008","NRSC VIC MODEL"
"Karnataka","Bagalkote","2023-11-29","2023","11","18.7447775002","NRSC VIC MODEL"
"Karnataka","Bagalkote","2023-11-30","2023","11","18.1334675297","NRSC VIC MODEL"
"Karnataka","Ballari","2023-11-01","2023","11","14.0057769412","NRSC VIC MODEL"
"Karnataka","Ballari","2023-11-02","2023","11","14.0001845293","NRSC VIC MODEL"
"Karnataka","Ballari","2023-11-03","2023","11","13.9424152891","NRSC VIC MODEL"
"Karnataka","Ballari","2023-11-05","2023","11","14.7092990042","NRSC VIC MODEL"
"Karnataka","Ballari","2023-11-06","2023","11","15.3130036473","NRSC VIC MODEL"
"Karnataka","Ballari","2023-11-07","2023","11","18.8878456611","NRSC VIC MODEL"
"Karnataka","Ballari","2023-11-08","2023","11","20.0162742225","NRSC VIC MODEL"
"Karnataka","Ballari","2023-11-09","2023","11","24.3387691561","NRSC VIC MODEL"
"Karnataka","Ballari","2023-11-10","2023","11","23.1917638274","NRSC VIC MODEL"
"Karnataka","Ballari","2023-11-11","2023","11","22.2983485632","NRSC VIC MODEL"
"Karnataka","Ballari","2023-11-12","2023","11","21.6156660831","NRSC VIC MODEL"
"Karnataka","Ballari","2023-11-13","2023","11","21.0458650283","NRSC VIC MODEL"
"Karnataka","Ballari","2023-11-14","2023","11","20.5452161909","NRSC VIC MODEL"
