"State","District","Date","Year","Month","Avg_smlvl_at15cm","Agency_name"
"Andaman & Nicobar","Nicobars","2023-11-01","2023","11","NA","NRSC VIC MODEL"
"Andaman & Nicobar","Nicobars","2023-11-02","2023","11","NA","NRSC VIC MODEL"
"Andaman & Nicobar","Nicobars","2023-11-03","2023","11","NA","NRSC VIC MODEL"
"Andaman & Nicobar","Nicobars","2023-11-04","2023","11","NA","NRSC VIC MODEL"
"Andaman & Nicobar","Nicobars","2023-11-05","2023","11","NA","NRSC VIC MODEL"
"Andaman & Nicobar","Nicobars","2023-11-06","2023","11","NA","NRSC VIC MODEL"
"Andaman & Nicobar","Nicobars","2023-11-07","2023","11","NA","NRSC VIC MODEL"
"Andaman & Nicobar","Nicobars","2023-11-08","2023","11","NA","NRSC VIC MODEL"
"Andaman & Nicobar","Nicobars","2023-11-09","2023","11","NA","NRSC VIC MODEL"
"Andaman & Nicobar","Nicobars","2023-11-10","2023","11","NA","NRSC VIC MODEL"
"Andaman & Nicobar","Nicobars","2023-11-11","2023","11","NA","NRSC VIC MODEL"
"Andaman & Nicobar","Nicobars","2023-11-12","2023","11","NA","NRSC VIC MODEL"
"Andaman & Nicobar","Nicobars","2023-11-13","2023","11","NA","NRSC VIC MODEL"
"Andaman & Nicobar","Nicobars","2023-11-14","2023","11","NA","NRSC VIC MODEL"
"Andaman & Nicobar","Nicobars","2023-11-15","2023","11","NA","NRSC VIC MODEL"
"Andaman & Nicobar","Nicobars","2023-11-16","2023","11","NA","NRSC VIC MODEL"
"Andaman & Nicobar","Nicobars","2023-11-17","2023","11","NA","NRSC VIC MODEL"
"Andaman & Nicobar","Nicobars","2023-11-18","2023","11","NA","NRSC VIC MODEL"
"Andaman & Nicobar","Nicobars","2023-11-19","2023","11","NA","NRSC VIC MODEL"
"Andaman & Nicobar","Nicobars","2023-11-20","2023","11","NA","NRSC VIC MODEL"
"Andaman & Nicobar","Nicobars","2023-11-21","2023","11","NA","NRSC VIC MODEL"
"Andaman & Nicobar","Nicobars","2023-11-22","2023","11","NA","NRSC VIC MODEL"
"Andaman & Nicobar","Nicobars","2023-11-23","2023","11","NA","NRSC VIC MODEL"
"Andaman & Nicobar","Nicobars","2023-11-24","2023","11","NA","NRSC VIC MODEL"
"Andaman & Nicobar","Nicobars","2023-11-25","2023","11","NA","NRSC VIC MODEL"
"Andaman & Nicobar","Nicobars","2023-11-26","2023","11","NA","NRSC VIC MODEL"
"Andaman & Nicobar","Nicobars","2023-11-27","2023","11","NA","NRSC VIC MODEL"
"Andaman & Nicobar","Nicobars","2023-11-28","2023","11","NA","NRSC VIC MODEL"
"Andaman & Nicobar","Nicobars","2023-11-29","2023","11","NA","NRSC VIC MODEL"
"Andaman & Nicobar","Nicobars","2023-11-30","2023","11","NA","NRSC VIC MODEL"
"Andaman & Nicobar","North And Middle Andaman","2023-11-01","2023","11","NA","NRSC VIC MODEL"
"Andaman & Nicobar","North And Middle Andaman","2023-11-02","2023","11","NA","NRSC VIC MODEL"
"Andaman & Nicobar","North And Middle Andaman","2023-11-03","2023","11","NA","NRSC VIC MODEL"
"Andaman & Nicobar","North And Middle Andaman","2023-11-04","2023","11","NA","NRSC VIC MODEL"
"Andaman & Nicobar","North And Middle Andaman","2023-11-05","2023","11","NA","NRSC VIC MODEL"
"Andaman & Nicobar","North And Middle Andaman","2023-11-06","2023","11","NA","NRSC VIC MODEL"
"Andaman & Nicobar","North And Middle Andaman","2023-11-07","2023","11","NA","NRSC VIC MODEL"
"Andaman & Nicobar","North And Middle Andaman","2023-11-08","2023","11","NA","NRSC VIC MODEL"
"Andaman & Nicobar","North And Middle Andaman","2023-11-09","2023","11","NA","NRSC VIC MODEL"
"Andaman & Nicobar","North And Middle Andaman","2023-11-10","2023","11","NA","NRSC VIC MODEL"
"Andaman & Nicobar","North And Middle Andaman","2023-11-11","2023","11","NA","NRSC VIC MODEL"
"Andaman & Nicobar","North And Middle Andaman","2023-11-12","2023","11","NA","NRSC VIC MODEL"
"Andaman & Nicobar","North And Middle Andaman","2023-11-13","2023","11","NA","NRSC VIC MODEL"
"Andaman & Nicobar","North And Middle Andaman","2023-11-14","2023","11","NA","NRSC VIC MODEL"
"Andaman & Nicobar","North And Middle Andaman","2023-11-15","2023","11","NA","NRSC VIC MODEL"
"Andaman & Nicobar","North And Middle Andaman","2023-11-16","2023","11","NA","NRSC VIC MODEL"
"Andaman & Nicobar","North And Middle Andaman","2023-11-17","2023","11","NA","NRSC VIC MODEL"
"Andaman & Nicobar","North And Middle Andaman","2023-11-18","2023","11","NA","NRSC VIC MODEL"
"Andaman & Nicobar","North And Middle Andaman","2023-11-19","2023","11","NA","NRSC VIC MODEL"
"Andaman & Nicobar","North And Middle Andaman","2023-11-20","2023","11","NA","NRSC VIC MODEL"
"Andaman & Nicobar","North And Middle Andaman","2023-11-21","2023","11","NA","NRSC VIC MODEL"
"Andaman & Nicobar","North And Middle Andaman","2023-11-22","2023","11","NA","NRSC VIC MODEL"
"Andaman & Nicobar","North And Middle Andaman","2023-11-23","2023","11","NA","NRSC VIC MODEL"
"Andaman & Nicobar","North And Middle Andaman","2023-11-24","2023","11","NA","NRSC VIC MODEL"
"Andaman & Nicobar","North And Middle Andaman","2023-11-25","2023","11","NA","NRSC VIC MODEL"
"Andaman & Nicobar","North And Middle Andaman","2023-11-26","2023","11","NA","NRSC VIC MODEL"
"Andaman & Nicobar","North And Middle Andaman","2023-11-27","2023","11","NA","NRSC VIC MODEL"
"Andaman & Nicobar","North And Middle Andaman","2023-11-28","2023","11","NA","NRSC VIC MODEL"
"Andaman & Nicobar","North And Middle Andaman","2023-11-29","2023","11","NA","NRSC VIC MODEL"
"Andaman & Nicobar","North And Middle Andaman","2023-11-30","2023","11","NA","NRSC VIC MODEL"
"Andaman & Nicobar","South Andamans","2023-11-01","2023","11","NA","NRSC VIC MODEL"
"Andaman & Nicobar","South Andamans","2023-11-02","2023","11","NA","NRSC VIC MODEL"
"Andaman & Nicobar","South Andamans","2023-11-03","2023","11","NA","NRSC VIC MODEL"
"Andaman & Nicobar","South Andamans","2023-11-04","2023","11","NA","NRSC VIC MODEL"
"Andaman & Nicobar","South Andamans","2023-11-05","2023","11","NA","NRSC VIC MODEL"
"Andaman & Nicobar","South Andamans","2023-11-06","2023","11","NA","NRSC VIC MODEL"
"Andaman & Nicobar","South Andamans","2023-11-07","2023","11","NA","NRSC VIC MODEL"
"Andaman & Nicobar","South Andamans","2023-11-08","2023","11","NA","NRSC VIC MODEL"
"Andaman & Nicobar","South Andamans","2023-11-09","2023","11","NA","NRSC VIC MODEL"
"Andaman & Nicobar","South Andamans","2023-11-10","2023","11","NA","NRSC VIC MODEL"
"Andaman & Nicobar","South Andamans","2023-11-11","2023","11","NA","NRSC VIC MODEL"
"Andaman & Nicobar","South Andamans","2023-11-12","2023","11","NA","NRSC VIC MODEL"
"Andaman & Nicobar","South Andamans","2023-11-13","2023","11","NA","NRSC VIC MODEL"
"Andaman & Nicobar","South Andamans","2023-11-14","2023","11","NA","NRSC VIC MODEL"
"Andaman & Nicobar","South Andamans","2023-11-15","2023","11","NA","NRSC VIC MODEL"
"Andaman & Nicobar","South Andamans","2023-11-16","2023","11","NA","NRSC VIC MODEL"
"Andaman & Nicobar","South Andamans","2023-11-17","2023","11","NA","NRSC VIC MODEL"
"Andaman & Nicobar","South Andamans","2023-11-18","2023","11","NA","NRSC VIC MODEL"
"Andaman & Nicobar","South Andamans","2023-11-19","2023","11","NA","NRSC VIC MODEL"
"Andaman & Nicobar","South Andamans","2023-11-20","2023","11","NA","NRSC VIC MODEL"
"Andaman & Nicobar","South Andamans","2023-11-21","2023","11","NA","NRSC VIC MODEL"
"Andaman & Nicobar","South Andamans","2023-11-22","2023","11","NA","NRSC VIC MODEL"
"Andaman & Nicobar","South Andamans","2023-11-23","2023","11","NA","NRSC VIC MODEL"
"Andaman & Nicobar","South Andamans","2023-11-24","2023","11","NA","NRSC VIC MODEL"
"Andaman & Nicobar","South Andamans","2023-11-25","2023","11","NA","NRSC VIC MODEL"
"Andaman & Nicobar","South Andamans","2023-11-26","2023","11","NA","NRSC VIC MODEL"
"Andaman & Nicobar","South Andamans","2023-11-27","2023","11","NA","NRSC VIC MODEL"
"Andaman & Nicobar","South Andamans","2023-11-28","2023","11","NA","NRSC VIC MODEL"
"Andaman & Nicobar","South Andamans","2023-11-29","2023","11","NA","NRSC VIC MODEL"
"Andaman & Nicobar","South Andamans","2023-11-30","2023","11","NA","NRSC VIC MODEL"
"Andhra Pradesh","Anantapur","2023-11-01","2023","11","16.0202194944","NRSC VIC MODEL"
"Andhra Pradesh","Anantapur","2023-11-02","2023","11","15.9204606506","NRSC VIC MODEL"
"Andhra Pradesh","Anantapur","2023-11-03","2023","11","15.827518493","NRSC VIC MODEL"
"Andhra Pradesh","Anantapur","2023-11-04","2023","11","15.7595273261","NRSC VIC MODEL"
"Andhra Pradesh","Anantapur","2023-11-05","2023","11","16.0694882108","NRSC VIC MODEL"
"Andhra Pradesh","Anantapur","2023-11-06","2023","11","18.4303831741","NRSC VIC MODEL"
"Andhra Pradesh","Anantapur","2023-11-07","2023","11","22.2998519622","NRSC VIC MODEL"
"Andhra Pradesh","Anantapur","2023-11-08","2023","11","21.1215273876","NRSC VIC MODEL"
"Andhra Pradesh","Anantapur","2023-11-09","2023","11","24.7337999834","NRSC VIC MODEL"
"Andhra Pradesh","Anantapur","2023-11-10","2023","11","23.4192670984","NRSC VIC MODEL"
"Andhra Pradesh","Anantapur","2023-11-11","2023","11","22.6284636073","NRSC VIC MODEL"
"Andhra Pradesh","Anantapur","2023-11-12","2023","11","22.0378258761","NRSC VIC MODEL"
"Andhra Pradesh","Anantapur","2023-11-13","2023","11","21.5897055445","NRSC VIC MODEL"
"Andhra Pradesh","Anantapur","2023-11-14","2023","11","21.2046126662","NRSC VIC MODEL"
"Andhra Pradesh","Anantapur","2023-11-15","2023","11","20.8536764052","NRSC VIC MODEL"
"Andhra Pradesh","Anantapur","2023-11-16","2023","11","20.4795706434","NRSC VIC MODEL"
"Andhra Pradesh","Anantapur","2023-11-17","2023","11","20.1342575927","NRSC VIC MODEL"
"Andhra Pradesh","Anantapur","2023-11-18","2023","11","19.8150107226","NRSC VIC MODEL"
"Andhra Pradesh","Anantapur","2023-11-19","2023","11","19.5202900747","NRSC VIC MODEL"
"Andhra Pradesh","Anantapur","2023-11-20","2023","11","19.2452498902","NRSC VIC MODEL"
"Andhra Pradesh","Anantapur","2023-11-21","2023","11","19.0016399871","NRSC VIC MODEL"
"Andhra Pradesh","Anantapur","2023-11-22","2023","11","18.9106069095","NRSC VIC MODEL"
"Andhra Pradesh","Anantapur","2023-11-23","2023","11","18.8129668417","NRSC VIC MODEL"
"Andhra Pradesh","Anantapur","2023-11-24","2023","11","19.0544711467","NRSC VIC MODEL"
"Andhra Pradesh","Anantapur","2023-11-25","2023","11","19.2992952672","NRSC VIC MODEL"
"Andhra Pradesh","Anantapur","2023-11-26","2023","11","19.0173172549","NRSC VIC MODEL"
"Andhra Pradesh","Anantapur","2023-11-27","2023","11","18.7674858765","NRSC VIC MODEL"
"Andhra Pradesh","Anantapur","2023-11-28","2023","11","18.6666403043","NRSC VIC MODEL"
"Andhra Pradesh","Anantapur","2023-11-29","2023","11","18.4487669789","NRSC VIC MODEL"
"Andhra Pradesh","Anantapur","2023-11-30","2023","11","18.2850468603","NRSC VIC MODEL"
"Andhra Pradesh","Chittoor","2023-11-01","2023","11","19.0271717185","NRSC VIC MODEL"
"Andhra Pradesh","Chittoor","2023-11-02","2023","11","18.7756566223","NRSC VIC MODEL"
"Andhra Pradesh","Chittoor","2023-11-03","2023","11","19.0780228346","NRSC VIC MODEL"
"Andhra Pradesh","Chittoor","2023-11-04","2023","11","19.3848084965","NRSC VIC MODEL"
"Andhra Pradesh","Chittoor","2023-11-05","2023","11","22.8191476517","NRSC VIC MODEL"
"Andhra Pradesh","Chittoor","2023-11-06","2023","11","25.2036700477","NRSC VIC MODEL"
"Andhra Pradesh","Chittoor","2023-11-07","2023","11","25.933778547","NRSC VIC MODEL"
"Andhra Pradesh","Chittoor","2023-11-08","2023","11","25.5133537526","NRSC VIC MODEL"
"Andhra Pradesh","Chittoor","2023-11-09","2023","11","25.7338909826","NRSC VIC MODEL"
"Andhra Pradesh","Chittoor","2023-11-10","2023","11","25.1100525807","NRSC VIC MODEL"
"Andhra Pradesh","Chittoor","2023-11-11","2023","11","24.351919691","NRSC VIC MODEL"
"Andhra Pradesh","Chittoor","2023-11-12","2023","11","23.7451302158","NRSC VIC MODEL"
"Andhra Pradesh","Chittoor","2023-11-13","2023","11","23.2203903307","NRSC VIC MODEL"
"Andhra Pradesh","Chittoor","2023-11-14","2023","11","24.2493452096","NRSC VIC MODEL"
"Andhra Pradesh","Chittoor","2023-11-15","2023","11","25.3546176564","NRSC VIC MODEL"
"Andhra Pradesh","Chittoor","2023-11-16","2023","11","24.3892636767","NRSC VIC MODEL"
"Andhra Pradesh","Chittoor","2023-11-17","2023","11","23.7155113747","NRSC VIC MODEL"
"Andhra Pradesh","Chittoor","2023-11-18","2023","11","23.2049827297","NRSC VIC MODEL"
"Andhra Pradesh","Chittoor","2023-11-19","2023","11","22.6875170229","NRSC VIC MODEL"
"Andhra Pradesh","Chittoor","2023-11-20","2023","11","22.2878987888","NRSC VIC MODEL"
"Andhra Pradesh","Chittoor","2023-11-21","2023","11","22.8511680782","NRSC VIC MODEL"
"Andhra Pradesh","Chittoor","2023-11-22","2023","11","24.6987668556","NRSC VIC MODEL"
"Andhra Pradesh","Chittoor","2023-11-23","2023","11","25.6050978132","NRSC VIC MODEL"
"Andhra Pradesh","Chittoor","2023-11-24","2023","11","26.0545559921","NRSC VIC MODEL"
"Andhra Pradesh","Chittoor","2023-11-25","2023","11","25.700488243","NRSC VIC MODEL"
"Andhra Pradesh","Chittoor","2023-11-26","2023","11","25.2308424208","NRSC VIC MODEL"
"Andhra Pradesh","Chittoor","2023-11-27","2023","11","25.588783865","NRSC VIC MODEL"
"Andhra Pradesh","Chittoor","2023-11-28","2023","11","26.35142341","NRSC VIC MODEL"
"Andhra Pradesh","Chittoor","2023-11-29","2023","11","26.1690517102","NRSC VIC MODEL"
"Andhra Pradesh","Chittoor","2023-11-30","2023","11","27.5074119664","NRSC VIC MODEL"
"Andhra Pradesh","East Godavari","2023-11-01","2023","11","16.9442780939","NRSC VIC MODEL"
"Andhra Pradesh","East Godavari","2023-11-02","2023","11","17.0535658727","NRSC VIC MODEL"
"Andhra Pradesh","East Godavari","2023-11-03","2023","11","17.4354252481","NRSC VIC MODEL"
"Andhra Pradesh","East Godavari","2023-11-04","2023","11","18.1282164754","NRSC VIC MODEL"
"Andhra Pradesh","East Godavari","2023-11-05","2023","11","18.0998720166","NRSC VIC MODEL"
"Andhra Pradesh","East Godavari","2023-11-06","2023","11","18.6297119774","NRSC VIC MODEL"
"Andhra Pradesh","East Godavari","2023-11-07","2023","11","20.7511046958","NRSC VIC MODEL"
"Andhra Pradesh","East Godavari","2023-11-08","2023","11","21.2633135338","NRSC VIC MODEL"
"Andhra Pradesh","East Godavari","2023-11-09","2023","11","21.6571624328","NRSC VIC MODEL"
"Andhra Pradesh","East Godavari","2023-11-10","2023","11","21.0688933198","NRSC VIC MODEL"
"Andhra Pradesh","East Godavari","2023-11-11","2023","11","20.6488559544","NRSC VIC MODEL"
"Andhra Pradesh","East Godavari","2023-11-12","2023","11","20.2706860119","NRSC VIC MODEL"
"Andhra Pradesh","East Godavari","2023-11-13","2023","11","19.9473399855","NRSC VIC MODEL"
"Andhra Pradesh","East Godavari","2023-11-14","2023","11","19.647989167","NRSC VIC MODEL"
"Andhra Pradesh","East Godavari","2023-11-15","2023","11","19.4336371808","NRSC VIC MODEL"
"Andhra Pradesh","East Godavari","2023-11-16","2023","11","19.1629038969","NRSC VIC MODEL"
"Andhra Pradesh","East Godavari","2023-11-17","2023","11","18.8918929797","NRSC VIC MODEL"
"Andhra Pradesh","East Godavari","2023-11-18","2023","11","18.6472334982","NRSC VIC MODEL"
"Andhra Pradesh","East Godavari","2023-11-19","2023","11","18.4175601837","NRSC VIC MODEL"
"Andhra Pradesh","East Godavari","2023-11-20","2023","11","18.2295609492","NRSC VIC MODEL"
"Andhra Pradesh","East Godavari","2023-11-21","2023","11","19.1944521744","NRSC VIC MODEL"
"Andhra Pradesh","East Godavari","2023-11-22","2023","11","19.0046068298","NRSC VIC MODEL"
"Andhra Pradesh","East Godavari","2023-11-23","2023","11","18.7587236555","NRSC VIC MODEL"
"Andhra Pradesh","East Godavari","2023-11-24","2023","11","18.5949669658","NRSC VIC MODEL"
"Andhra Pradesh","East Godavari","2023-11-25","2023","11","19.3198596936","NRSC VIC MODEL"
"Andhra Pradesh","East Godavari","2023-11-26","2023","11","18.9348187356","NRSC VIC MODEL"
"Andhra Pradesh","East Godavari","2023-11-27","2023","11","18.6461917855","NRSC VIC MODEL"
"Andhra Pradesh","East Godavari","2023-11-28","2023","11","18.3954530358","NRSC VIC MODEL"
"Andhra Pradesh","East Godavari","2023-11-29","2023","11","18.1712783679","NRSC VIC MODEL"
"Andhra Pradesh","East Godavari","2023-11-30","2023","11","17.9576961229","NRSC VIC MODEL"
"Andhra Pradesh","Guntur","2023-11-01","2023","11","17.3929020933","NRSC VIC MODEL"
"Andhra Pradesh","Guntur","2023-11-02","2023","11","17.3041432628","NRSC VIC MODEL"
"Andhra Pradesh","Guntur","2023-11-03","2023","11","17.452221137","NRSC VIC MODEL"
"Andhra Pradesh","Guntur","2023-11-04","2023","11","18.0263024136","NRSC VIC MODEL"
"Andhra Pradesh","Guntur","2023-11-05","2023","11","18.2787494996","NRSC VIC MODEL"
"Andhra Pradesh","Guntur","2023-11-06","2023","11","19.6851135424","NRSC VIC MODEL"
"Andhra Pradesh","Guntur","2023-11-07","2023","11","20.1261028962","NRSC VIC MODEL"
"Andhra Pradesh","Guntur","2023-11-08","2023","11","22.7022286007","NRSC VIC MODEL"
"Andhra Pradesh","Guntur","2023-11-09","2023","11","26.6798617056","NRSC VIC MODEL"
"Andhra Pradesh","Guntur","2023-11-10","2023","11","25.31254341","NRSC VIC MODEL"
"Andhra Pradesh","Guntur","2023-11-11","2023","11","24.5719061242","NRSC VIC MODEL"
"Andhra Pradesh","Guntur","2023-11-12","2023","11","23.964245237","NRSC VIC MODEL"
"Andhra Pradesh","Guntur","2023-11-13","2023","11","23.4733625025","NRSC VIC MODEL"
"Andhra Pradesh","Guntur","2023-11-14","2023","11","23.0061301451","NRSC VIC MODEL"
"Andhra Pradesh","Guntur","2023-11-15","2023","11","23.0103017936","NRSC VIC MODEL"
"Andhra Pradesh","Guntur","2023-11-16","2023","11","22.6303320689","NRSC VIC MODEL"
"Andhra Pradesh","Guntur","2023-11-17","2023","11","22.1967374314","NRSC VIC MODEL"
"Andhra Pradesh","Guntur","2023-11-18","2023","11","21.7995894635","NRSC VIC MODEL"
"Andhra Pradesh","Guntur","2023-11-19","2023","11","21.4283313642","NRSC VIC MODEL"
"Andhra Pradesh","Guntur","2023-11-20","2023","11","21.0905826012","NRSC VIC MODEL"
"Andhra Pradesh","Guntur","2023-11-21","2023","11","20.8465011355","NRSC VIC MODEL"
"Andhra Pradesh","Guntur","2023-11-22","2023","11","20.9609985918","NRSC VIC MODEL"
"Andhra Pradesh","Guntur","2023-11-23","2023","11","22.9052735734","NRSC VIC MODEL"
"Andhra Pradesh","Guntur","2023-11-24","2023","11","24.3775828124","NRSC VIC MODEL"
"Andhra Pradesh","Guntur","2023-11-25","2023","11","23.6813160832","NRSC VIC MODEL"
"Andhra Pradesh","Guntur","2023-11-26","2023","11","23.184862147","NRSC VIC MODEL"
"Andhra Pradesh","Guntur","2023-11-27","2023","11","22.7220087889","NRSC VIC MODEL"
"Andhra Pradesh","Guntur","2023-11-28","2023","11","22.3072035617","NRSC VIC MODEL"
"Andhra Pradesh","Guntur","2023-11-29","2023","11","21.9242973523","NRSC VIC MODEL"
"Andhra Pradesh","Guntur","2023-11-30","2023","11","21.9727716614","NRSC VIC MODEL"
"Andhra Pradesh","Krishna","2023-11-01","2023","11","15.02117243","NRSC VIC MODEL"
"Andhra Pradesh","Krishna","2023-11-02","2023","11","16.2785196361","NRSC VIC MODEL"
"Andhra Pradesh","Krishna","2023-11-03","2023","11","16.1906171541","NRSC VIC MODEL"
"Andhra Pradesh","Krishna","2023-11-04","2023","11","16.6032524735","NRSC VIC MODEL"
"Andhra Pradesh","Krishna","2023-11-05","2023","11","17.3124775878","NRSC VIC MODEL"
"Andhra Pradesh","Krishna","2023-11-06","2023","11","17.9706666566","NRSC VIC MODEL"
"Andhra Pradesh","Krishna","2023-11-07","2023","11","19.0610306448","NRSC VIC MODEL"
"Andhra Pradesh","Krishna","2023-11-08","2023","11","21.0413111526","NRSC VIC MODEL"
"Andhra Pradesh","Krishna","2023-11-09","2023","11","21.7194671368","NRSC VIC MODEL"
"Andhra Pradesh","Krishna","2023-11-10","2023","11","20.955053442","NRSC VIC MODEL"
"Andhra Pradesh","Krishna","2023-11-11","2023","11","20.3914172925","NRSC VIC MODEL"
"Andhra Pradesh","Krishna","2023-11-12","2023","11","19.8956198499","NRSC VIC MODEL"
"Andhra Pradesh","Krishna","2023-11-13","2023","11","19.4785642216","NRSC VIC MODEL"
"Andhra Pradesh","Krishna","2023-11-14","2023","11","19.0865582882","NRSC VIC MODEL"
"Andhra Pradesh","Krishna","2023-11-15","2023","11","19.0325480529","NRSC VIC MODEL"
"Andhra Pradesh","Krishna","2023-11-16","2023","11","18.6968025826","NRSC VIC MODEL"
"Andhra Pradesh","Krishna","2023-11-17","2023","11","18.3366243995","NRSC VIC MODEL"
"Andhra Pradesh","Krishna","2023-11-18","2023","11","18.002447933","NRSC VIC MODEL"
"Andhra Pradesh","Krishna","2023-11-19","2023","11","17.6833037285","NRSC VIC MODEL"
"Andhra Pradesh","Krishna","2023-11-20","2023","11","17.4142998992","NRSC VIC MODEL"
"Andhra Pradesh","Krishna","2023-11-21","2023","11","17.4210046158","NRSC VIC MODEL"
"Andhra Pradesh","Krishna","2023-11-22","2023","11","17.3509893563","NRSC VIC MODEL"
"Andhra Pradesh","Krishna","2023-11-23","2023","11","17.4699658278","NRSC VIC MODEL"
"Andhra Pradesh","Krishna","2023-11-24","2023","11","20.2478437551","NRSC VIC MODEL"
"Andhra Pradesh","Krishna","2023-11-25","2023","11","19.4802415475","NRSC VIC MODEL"
"Andhra Pradesh","Krishna","2023-11-26","2023","11","19.1511475459","NRSC VIC MODEL"
"Andhra Pradesh","Krishna","2023-11-27","2023","11","18.7566692769","NRSC VIC MODEL"
"Andhra Pradesh","Krishna","2023-11-28","2023","11","18.396107822","NRSC VIC MODEL"
"Andhra Pradesh","Krishna","2023-11-29","2023","11","18.0748601845","NRSC VIC MODEL"
"Andhra Pradesh","Krishna","2023-11-30","2023","11","17.7712931032","NRSC VIC MODEL"
"Andhra Pradesh","Kurnool","2023-11-01","2023","11","19.2853940716","NRSC VIC MODEL"
"Andhra Pradesh","Kurnool","2023-11-02","2023","11","19.1821148876","NRSC VIC MODEL"
"Andhra Pradesh","Kurnool","2023-11-03","2023","11","19.12811691","NRSC VIC MODEL"
"Andhra Pradesh","Kurnool","2023-11-04","2023","11","19.0287767521","NRSC VIC MODEL"
"Andhra Pradesh","Kurnool","2023-11-05","2023","11","20.2737463548","NRSC VIC MODEL"
"Andhra Pradesh","Kurnool","2023-11-06","2023","11","21.0228570378","NRSC VIC MODEL"
"Andhra Pradesh","Kurnool","2023-11-07","2023","11","21.4184738168","NRSC VIC MODEL"
"Andhra Pradesh","Kurnool","2023-11-08","2023","11","22.8570673708","NRSC VIC MODEL"
"Andhra Pradesh","Kurnool","2023-11-09","2023","11","24.8126125499","NRSC VIC MODEL"
"Andhra Pradesh","Kurnool","2023-11-10","2023","11","24.4328287715","NRSC VIC MODEL"
"Andhra Pradesh","Kurnool","2023-11-11","2023","11","23.905933169","NRSC VIC MODEL"
"Andhra Pradesh","Kurnool","2023-11-12","2023","11","23.5093756095","NRSC VIC MODEL"
"Andhra Pradesh","Kurnool","2023-11-13","2023","11","23.2138207942","NRSC VIC MODEL"
"Andhra Pradesh","Kurnool","2023-11-14","2023","11","22.9139049115","NRSC VIC MODEL"
"Andhra Pradesh","Kurnool","2023-11-15","2023","11","22.7782477173","NRSC VIC MODEL"
"Andhra Pradesh","Kurnool","2023-11-16","2023","11","22.4960976728","NRSC VIC MODEL"
"Andhra Pradesh","Kurnool","2023-11-17","2023","11","22.226245506","NRSC VIC MODEL"
"Andhra Pradesh","Kurnool","2023-11-18","2023","11","21.976487728","NRSC VIC MODEL"
"Andhra Pradesh","Kurnool","2023-11-19","2023","11","21.7459717521","NRSC VIC MODEL"
"Andhra Pradesh","Kurnool","2023-11-20","2023","11","21.5232784642","NRSC VIC MODEL"
"Andhra Pradesh","Kurnool","2023-11-21","2023","11","21.3260716043","NRSC VIC MODEL"
"Andhra Pradesh","Kurnool","2023-11-22","2023","11","21.1430215619","NRSC VIC MODEL"
"Andhra Pradesh","Kurnool","2023-11-23","2023","11","20.9973656904","NRSC VIC MODEL"
"Andhra Pradesh","Kurnool","2023-11-24","2023","11","20.8387634886","NRSC VIC MODEL"
"Andhra Pradesh","Kurnool","2023-11-25","2023","11","20.7600119923","NRSC VIC MODEL"
"Andhra Pradesh","Kurnool","2023-11-26","2023","11","20.6003430607","NRSC VIC MODEL"
"Andhra Pradesh","Kurnool","2023-11-27","2023","11","20.4487114064","NRSC VIC MODEL"
"Andhra Pradesh","Kurnool","2023-11-28","2023","11","20.6587765411","NRSC VIC MODEL"
"Andhra Pradesh","Kurnool","2023-11-29","2023","11","20.502195509","NRSC VIC MODEL"
"Andhra Pradesh","Kurnool","2023-11-30","2023","11","20.3459627045","NRSC VIC MODEL"
"Andhra Pradesh","Prakasam","2023-11-01","2023","11","17.6626345007","NRSC VIC MODEL"
"Andhra Pradesh","Prakasam","2023-11-02","2023","11","17.6172197248","NRSC VIC MODEL"
"Andhra Pradesh","Prakasam","2023-11-03","2023","11","19.4371339156","NRSC VIC MODEL"
"Andhra Pradesh","Prakasam","2023-11-04","2023","11","20.3606358697","NRSC VIC MODEL"
"Andhra Pradesh","Prakasam","2023-11-05","2023","11","21.3461290372","NRSC VIC MODEL"
"Andhra Pradesh","Prakasam","2023-11-06","2023","11","26.219695377","NRSC VIC MODEL"
"Andhra Pradesh","Prakasam","2023-11-07","2023","11","25.7925591407","NRSC VIC MODEL"
"Andhra Pradesh","Prakasam","2023-11-08","2023","11","28.3083014818","NRSC VIC MODEL"
"Andhra Pradesh","Prakasam","2023-11-09","2023","11","27.0035753317","NRSC VIC MODEL"
"Andhra Pradesh","Prakasam","2023-11-10","2023","11","26.1918926057","NRSC VIC MODEL"
"Andhra Pradesh","Prakasam","2023-11-11","2023","11","25.5212618046","NRSC VIC MODEL"
"Andhra Pradesh","Prakasam","2023-11-12","2023","11","24.9324573678","NRSC VIC MODEL"
"Andhra Pradesh","Prakasam","2023-11-13","2023","11","24.4601624024","NRSC VIC MODEL"
"Andhra Pradesh","Prakasam","2023-11-14","2023","11","24.0178665837","NRSC VIC MODEL"
"Andhra Pradesh","Prakasam","2023-11-15","2023","11","24.9413847998","NRSC VIC MODEL"
"Andhra Pradesh","Prakasam","2023-11-16","2023","11","24.3983678769","NRSC VIC MODEL"
"Andhra Pradesh","Prakasam","2023-11-17","2023","11","23.8893928326","NRSC VIC MODEL"
"Andhra Pradesh","Prakasam","2023-11-18","2023","11","23.4329348625","NRSC VIC MODEL"
"Andhra Pradesh","Prakasam","2023-11-19","2023","11","23.0143257522","NRSC VIC MODEL"
